experiment,dim,features,rep,method,error
dimension,40,1600,42,2DLDA,0.49583333333333335
dimension,40,1600,42,Nearest centroid,0.39583333333333337
dimension,40,1600,42,Ridge,0.4083333333333333
dimension,40,1600,43,L-2DLDA,0.0
dimension,40,1600,43,2DLDA,0.4625
dimension,40,1600,43,Nearest centroid,0.32499999999999996
dimension,40,1600,43,Ridge,0.35
dimension,40,1600,44,L-2DLDA,0.004166666666666652
dimension,40,1600,44,2DLDA,0.5083333333333333
dimension,40,1600,44,Nearest centroid,0.39583333333333337
dimension,40,1600,44,Ridge,0.4541666666666667
dimension,40,1600,45,L-2DLDA,0.008333333333333304
dimension,40,1600,45,2DLDA,0.475
dimension,40,1600,45,Nearest centroid,0.39583333333333337
dimension,40,1600,45,Ridge,0.39583333333333337
dimension,40,1600,46,L-2DLDA,0.004166666666666652
dimension,40,1600,46,2DLDA,0.45833333333333337
dimension,40,1600,46,Nearest centroid,0.4125
dimension,40,1600,46,Ridge,0.4208333333333333
dimension,40,1600,47,L-2DLDA,0.0
dimension,40,1600,47,2DLDA,0.47916666666666663
dimension,40,1600,47,Nearest centroid,0.37083333333333335
dimension,40,1600,47,Ridge,0.3833333333333333
dimension,40,1600,48,L-2DLDA,0.01666666666666672
dimension,40,1600,48,2DLDA,0.5166666666666666
dimension,40,1600,48,Nearest centroid,0.3458333333333333
dimension,40,1600,48,Ridge,0.3458333333333333
dimension,40,1600,49,L-2DLDA,0.0
dimension,40,1600,49,2DLDA,0.475
dimension,40,1600,49,Nearest centroid,0.4125
dimension,40,1600,49,Ridge,0.37916666666666665
dimension,80,6400,0,L-2DLDA,0.4125
dimension,80,6400,0,2DLDA,0.4916666666666667
dimension,80,6400,0,Nearest centroid,0.4666666666666667
dimension,80,6400,0,Ridge,0.43333333333333335
dimension,80,6400,1,L-2DLDA,0.3666666666666667
dimension,80,6400,1,2DLDA,0.4458333333333333
dimension,80,6400,1,Nearest centroid,0.43333333333333335
dimension,80,6400,1,Ridge,0.4458333333333333
dimension,80,6400,2,L-2DLDA,0.5458333333333334
dimension,80,6400,2,2DLDA,0.5375
dimension,80,6400,2,Nearest centroid,0.4541666666666667
dimension,80,6400,2,Ridge,0.44166666666666665
dimension,80,6400,3,L-2DLDA,0.48750000000000004
dimension,80,6400,3,2DLDA,0.44999999999999996
dimension,80,6400,3,Nearest centroid,0.3833333333333333
dimension,80,6400,3,Ridge,0.4041666666666667
dimension,80,6400,4,L-2DLDA,0.49583333333333335
dimension,80,6400,4,2DLDA,0.5041666666666667
dimension,80,6400,4,Nearest centroid,0.4375
dimension,80,6400,4,Ridge,0.4208333333333333
dimension,80,6400,5,L-2DLDA,0.47916666666666663
dimension,80,6400,5,2DLDA,0.5
dimension,80,6400,5,Nearest centroid,0.44999999999999996
dimension,80,6400,5,Ridge,0.44999999999999996
dimension,80,6400,6,L-2DLDA,0.4291666666666667
dimension,80,6400,6,2DLDA,0.4541666666666667
dimension,80,6400,6,Nearest centroid,0.38749999999999996
dimension,80,6400,6,Ridge,0.4125
dimension,80,6400,7,L-2DLDA,0.3416666666666667
dimension,80,6400,7,2DLDA,0.4458333333333333
dimension,80,6400,7,Nearest centroid,0.3291666666666667
dimension,80,6400,7,Ridge,0.3458333333333333
dimension,80,6400,8,L-2DLDA,0.3458333333333333
dimension,80,6400,8,2DLDA,0.525
dimension,80,6400,8,Nearest centroid,0.4208333333333333
dimension,80,6400,8,Ridge,0.4375
dimension,80,6400,9,L-2DLDA,0.5083333333333333
dimension,80,6400,9,2DLDA,0.5125
dimension,80,6400,9,Nearest centroid,0.44999999999999996
dimension,80,6400,9,Ridge,0.44166666666666665
dimension,80,6400,10,L-2DLDA,0.44166666666666665
dimension,80,6400,10,2DLDA,0.5125
dimension,80,6400,10,Nearest centroid,0.4375
dimension,80,6400,10,Ridge,0.42500000000000004
dimension,80,6400,11,L-2DLDA,0.4083333333333333
dimension,80,6400,11,2DLDA,0.4625
dimension,80,6400,11,Nearest centroid,0.4375
dimension,80,6400,11,Ridge,0.4708333333333333
dimension,80,6400,12,L-2DLDA,0.19166666666666665
dimension,80,6400,12,2DLDA,0.42500000000000004
dimension,80,6400,12,Nearest centroid,0.4125
dimension,80,6400,12,Ridge,0.4375
dimension,80,6400,13,L-2DLDA,0.21666666666666667
dimension,80,6400,13,2DLDA,0.49583333333333335
dimension,80,6400,13,Nearest centroid,0.4041666666666667
dimension,80,6400,13,Ridge,0.3916666666666667
dimension,80,6400,14,L-2DLDA,0.06666666666666665
dimension,80,6400,14,2DLDA,0.475
dimension,80,6400,14,Nearest centroid,0.4833333333333333
dimension,80,6400,14,Ridge,0.4666666666666667
dimension,80,6400,15,L-2DLDA,0.35
dimension,80,6400,15,2DLDA,0.5
dimension,80,6400,15,Nearest centroid,0.4125
dimension,80,6400,15,Ridge,0.39583333333333337
dimension,80,6400,16,L-2DLDA,0.475
dimension,80,6400,16,2DLDA,0.475
dimension,80,6400,16,Nearest centroid,0.41666666666666663
dimension,80,6400,16,Ridge,0.4291666666666667
dimension,80,6400,17,L-2DLDA,0.4833333333333333
dimension,80,6400,17,2DLDA,0.47916666666666663
dimension,80,6400,17,Nearest centroid,0.4208333333333333
dimension,80,6400,17,Ridge,0.43333333333333335
dimension,80,6400,18,L-2DLDA,0.475
dimension,80,6400,18,2DLDA,0.4541666666666667
dimension,80,6400,18,Nearest centroid,0.4375
dimension,80,6400,18,Ridge,0.41666666666666663
dimension,80,6400,19,L-2DLDA,0.12916666666666665
dimension,80,6400,19,2DLDA,0.5208333333333333
dimension,80,6400,19,Nearest centroid,0.4041666666666667
dimension,80,6400,19,Ridge,0.4083333333333333
dimension,80,6400,20,L-2DLDA,0.525
dimension,80,6400,20,2DLDA,0.5125
dimension,80,6400,20,Nearest centroid,0.44166666666666665
dimension,80,6400,20,Ridge,0.4125
dimension,80,6400,21,L-2DLDA,0.30833333333333335
dimension,80,6400,21,2DLDA,0.5375
dimension,80,6400,21,Nearest centroid,0.44166666666666665
dimension,80,6400,21,Ridge,0.44166666666666665
dimension,80,6400,22,L-2DLDA,0.39583333333333337
dimension,80,6400,22,2DLDA,0.5041666666666667
dimension,80,6400,22,Nearest centroid,0.44999999999999996
dimension,80,6400,22,Ridge,0.4208333333333333
dimension,80,6400,23,L-2DLDA,0.11250000000000004
dimension,80,6400,23,2DLDA,0.475
dimension,80,6400,23,Nearest centroid,0.3833333333333333
dimension,80,6400,23,Ridge,0.4291666666666667
dimension,80,6400,24,L-2DLDA,0.37083333333333335
dimension,80,6400,24,2DLDA,0.5333333333333333
dimension,80,6400,24,Nearest centroid,0.4375
dimension,80,6400,24,Ridge,0.4125
dimension,80,6400,25,L-2DLDA,0.475
dimension,80,6400,25,2DLDA,0.5041666666666667
dimension,80,6400,25,Nearest centroid,0.42500000000000004
dimension,80,6400,25,Ridge,0.4125
dimension,80,6400,26,L-2DLDA,0.44999999999999996
dimension,80,6400,26,2DLDA,0.4458333333333333
dimension,80,6400,26,Nearest centroid,0.41666666666666663
dimension,80,6400,26,Ridge,0.4375
dimension,80,6400,27,L-2DLDA,0.48750000000000004
dimension,80,6400,27,2DLDA,0.4375
dimension,80,6400,27,Nearest centroid,0.41666666666666663
dimension,80,6400,27,Ridge,0.42500000000000004
dimension,80,6400,28,L-2DLDA,0.4666666666666667
dimension,80,6400,28,2DLDA,0.5083333333333333
dimension,80,6400,28,Nearest centroid,0.3916666666666667
dimension,80,6400,28,Ridge,0.41666666666666663
dimension,80,6400,29,L-2DLDA,0.41666666666666663
dimension,80,6400,29,2DLDA,0.45833333333333337
dimension,80,6400,29,Nearest centroid,0.4083333333333333
dimension,80,6400,29,Ridge,0.41666666666666663
dimension,80,6400,30,L-2DLDA,0.4625
dimension,80,6400,30,2DLDA,0.5333333333333333
dimension,80,6400,30,Nearest centroid,0.4833333333333333
dimension,80,6400,30,Ridge,0.475
dimension,80,6400,31,L-2DLDA,0.575
dimension,80,6400,31,2DLDA,0.5
dimension,80,6400,31,Nearest centroid,0.4666666666666667
dimension,80,6400,31,Ridge,0.4541666666666667
dimension,80,6400,32,L-2DLDA,0.3416666666666667
dimension,80,6400,32,2DLDA,0.5291666666666667
dimension,80,6400,32,Nearest centroid,0.5083333333333333
dimension,80,6400,32,Ridge,0.5083333333333333
dimension,80,6400,33,L-2DLDA,0.5333333333333333
dimension,80,6400,33,2DLDA,0.4625
dimension,80,6400,33,Nearest centroid,0.475
dimension,80,6400,33,Ridge,0.41666666666666663
dimension,80,6400,34,L-2DLDA,0.2791666666666667
dimension,80,6400,34,2DLDA,0.43333333333333335
dimension,80,6400,34,Nearest centroid,0.42500000000000004
dimension,80,6400,34,Ridge,0.4083333333333333
dimension,80,6400,35,L-2DLDA,0.26249999999999996
dimension,80,6400,35,2DLDA,0.44166666666666665
dimension,80,6400,35,Nearest centroid,0.4083333333333333
dimension,80,6400,35,Ridge,0.42500000000000004
dimension,80,6400,36,L-2DLDA,0.3041666666666667
dimension,80,6400,36,2DLDA,0.5208333333333333
dimension,80,6400,36,Nearest centroid,0.44999999999999996
dimension,80,6400,36,Ridge,0.44999999999999996
dimension,80,6400,37,L-2DLDA,0.15000000000000002
dimension,80,6400,37,2DLDA,0.5541666666666667
dimension,80,6400,37,Nearest centroid,0.45833333333333337
dimension,80,6400,37,Ridge,0.45833333333333337
dimension,80,6400,38,L-2DLDA,0.4041666666666667
dimension,80,6400,38,2DLDA,0.475
dimension,80,6400,38,Nearest centroid,0.43333333333333335
dimension,80,6400,38,Ridge,0.42500000000000004
dimension,80,6400,39,L-2DLDA,0.4833333333333333
dimension,80,6400,39,2DLDA,0.5375
dimension,80,6400,39,Nearest centroid,0.4375
dimension,80,6400,39,Ridge,0.4458333333333333
dimension,80,6400,40,L-2DLDA,0.5291666666666667
dimension,80,6400,40,2DLDA,0.5125
dimension,80,6400,40,Nearest centroid,0.42500000000000004
dimension,80,6400,40,Ridge,0.3916666666666667
dimension,80,6400,41,L-2DLDA,0.4916666666666667
dimension,80,6400,41,2DLDA,0.5208333333333333
dimension,80,6400,41,Nearest centroid,0.4708333333333333
dimension,80,6400,41,Ridge,0.48750000000000004
dimension,80,6400,42,L-2DLDA,0.39583333333333337
dimension,80,6400,42,2DLDA,0.47916666666666663
dimension,80,6400,42,Nearest centroid,0.4541666666666667
dimension,80,6400,42,Ridge,0.4625
dimension,80,6400,43,L-2DLDA,0.42500000000000004
dimension,80,6400,43,2DLDA,0.47916666666666663
dimension,80,6400,43,Nearest centroid,0.4375
dimension,80,6400,43,Ridge,0.45833333333333337
dimension,80,6400,44,L-2DLDA,0.44999999999999996
dimension,80,6400,44,2DLDA,0.5416666666666667
dimension,80,6400,44,Nearest centroid,0.4541666666666667
dimension,80,6400,44,Ridge,0.4458333333333333
dimension,80,6400,45,L-2DLDA,0.4625
dimension,80,6400,45,2DLDA,0.5625
dimension,80,6400,45,Nearest centroid,0.44999999999999996
dimension,80,6400,45,Ridge,0.4208333333333333
dimension,80,6400,46,L-2DLDA,0.4916666666666667
dimension,80,6400,46,2DLDA,0.4666666666666667
dimension,80,6400,46,Nearest centroid,0.44166666666666665
dimension,80,6400,46,Ridge,0.475
dimension,80,6400,47,L-2DLDA,0.1791666666666667
dimension,80,6400,47,2DLDA,0.5416666666666667
dimension,80,6400,47,Nearest centroid,0.4833333333333333
dimension,80,6400,47,Ridge,0.47916666666666663
dimension,80,6400,48,L-2DLDA,0.39583333333333337
dimension,80,6400,48,2DLDA,0.4833333333333333
dimension,80,6400,48,Nearest centroid,0.43333333333333335
dimension,80,6400,48,Ridge,0.4375
dimension,80,6400,49,L-2DLDA,0.37083333333333335
dimension,80,6400,49,2DLDA,0.4708333333333333
dimension,80,6400,49,Nearest centroid,0.4125
dimension,80,6400,49,Ridge,0.4041666666666667
dimension,120,14400,0,L-2DLDA,0.47916666666666663
dimension,120,14400,0,2DLDA,0.4916666666666667
dimension,120,14400,0,Nearest centroid,0.44999999999999996
dimension,120,14400,0,Ridge,0.4708333333333333
dimension,120,14400,1,L-2DLDA,0.5375
dimension,120,14400,1,2DLDA,0.47916666666666663
dimension,120,14400,1,Nearest centroid,0.44999999999999996
dimension,120,14400,1,Ridge,0.43333333333333335
dimension,120,14400,2,L-2DLDA,0.42500000000000004
dimension,120,14400,2,2DLDA,0.5583333333333333
dimension,120,14400,2,Nearest centroid,0.4666666666666667
dimension,120,14400,2,Ridge,0.475
dimension,120,14400,3,L-2DLDA,0.5083333333333333
dimension,120,14400,3,2DLDA,0.4708333333333333
dimension,120,14400,3,Nearest centroid,0.4291666666666667
dimension,120,14400,3,Ridge,0.44999999999999996
dimension,120,14400,4,L-2DLDA,0.3416666666666667
dimension,120,14400,4,2DLDA,0.4375
dimension,120,14400,4,Nearest centroid,0.44166666666666665
dimension,120,14400,4,Ridge,0.45833333333333337
dimension,120,14400,5,L-2DLDA,0.5083333333333333
dimension,120,14400,5,2DLDA,0.5
dimension,120,14400,5,Nearest centroid,0.4291666666666667
dimension,120,14400,5,Ridge,0.41666666666666663
dimension,120,14400,6,L-2DLDA,0.5125
dimension,120,14400,6,2DLDA,0.5041666666666667
dimension,120,14400,6,Nearest centroid,0.4291666666666667
dimension,120,14400,6,Ridge,0.43333333333333335
dimension,120,14400,7,L-2DLDA,0.3833333333333333
dimension,120,14400,7,2DLDA,0.5291666666666667
dimension,120,14400,7,Nearest centroid,0.4708333333333333
dimension,120,14400,7,Ridge,0.44999999999999996
dimension,120,14400,8,L-2DLDA,0.375
dimension,120,14400,8,2DLDA,0.43333333333333335
dimension,120,14400,8,Nearest centroid,0.44166666666666665
dimension,120,14400,8,Ridge,0.42500000000000004
dimension,120,14400,9,L-2DLDA,0.5541666666666667
dimension,120,14400,9,2DLDA,0.5166666666666666
dimension,120,14400,9,Nearest centroid,0.4708333333333333
dimension,120,14400,9,Ridge,0.47916666666666663
dimension,120,14400,10,L-2DLDA,0.4291666666666667
dimension,120,14400,10,2DLDA,0.4666666666666667
dimension,120,14400,10,Nearest centroid,0.4625
dimension,120,14400,10,Ridge,0.4666666666666667
dimension,120,14400,11,L-2DLDA,0.43333333333333335
dimension,120,14400,11,2DLDA,0.5166666666666666
dimension,120,14400,11,Nearest centroid,0.5166666666666666
dimension,120,14400,11,Ridge,0.5458333333333334
dimension,120,14400,12,L-2DLDA,0.48750000000000004
dimension,120,14400,12,2DLDA,0.4708333333333333
dimension,120,14400,12,Nearest centroid,0.4666666666666667
dimension,120,14400,12,Ridge,0.48750000000000004
dimension,120,14400,13,L-2DLDA,0.5208333333333333
dimension,120,14400,13,2DLDA,0.5125
dimension,120,14400,13,Nearest centroid,0.44166666666666665
dimension,120,14400,13,Ridge,0.44999999999999996
dimension,120,14400,14,L-2DLDA,0.5291666666666667
dimension,120,14400,14,2DLDA,0.48750000000000004
dimension,120,14400,14,Nearest centroid,0.4458333333333333
dimension,120,14400,14,Ridge,0.4125
dimension,120,14400,15,L-2DLDA,0.475
dimension,120,14400,15,2DLDA,0.5125
dimension,120,14400,15,Nearest centroid,0.42500000000000004
dimension,120,14400,15,Ridge,0.44166666666666665
dimension,120,14400,16,L-2DLDA,0.5375
dimension,120,14400,16,2DLDA,0.4833333333333333
dimension,120,14400,16,Nearest centroid,0.4541666666666667
dimension,120,14400,16,Ridge,0.44999999999999996
dimension,120,14400,17,L-2DLDA,0.5041666666666667
dimension,120,14400,17,2DLDA,0.5
dimension,120,14400,17,Nearest centroid,0.4375
dimension,120,14400,17,Ridge,0.45833333333333337
dimension,120,14400,18,L-2DLDA,0.5208333333333333
dimension,120,14400,18,2DLDA,0.45833333333333337
dimension,120,14400,18,Nearest centroid,0.47916666666666663
dimension,120,14400,18,Ridge,0.4666666666666667
dimension,120,14400,19,L-2DLDA,0.2416666666666667
dimension,120,14400,19,2DLDA,0.5291666666666667
dimension,120,14400,19,Nearest centroid,0.47916666666666663
dimension,120,14400,19,Ridge,0.4666666666666667
dimension,120,14400,20,L-2DLDA,0.5083333333333333
dimension,120,14400,20,2DLDA,0.4833333333333333
dimension,120,14400,20,Nearest centroid,0.4458333333333333
dimension,120,14400,20,Ridge,0.4625
dimension,120,14400,21,L-2DLDA,0.5125
dimension,120,14400,21,2DLDA,0.5333333333333333
dimension,120,14400,21,Nearest centroid,0.4625
dimension,120,14400,21,Ridge,0.44999999999999996
dimension,120,14400,22,L-2DLDA,0.5166666666666666
dimension,120,14400,22,2DLDA,0.5291666666666667
dimension,120,14400,22,Nearest centroid,0.5083333333333333
dimension,120,14400,22,Ridge,0.4833333333333333
dimension,120,14400,23,L-2DLDA,0.5166666666666666
dimension,120,14400,23,2DLDA,0.4833333333333333
dimension,120,14400,23,Nearest centroid,0.44166666666666665
dimension,120,14400,23,Ridge,0.44166666666666665
dimension,120,14400,24,L-2DLDA,0.39583333333333337
dimension,120,14400,24,2DLDA,0.49583333333333335
dimension,120,14400,24,Nearest centroid,0.43333333333333335
dimension,120,14400,24,Ridge,0.43333333333333335
dimension,120,14400,25,L-2DLDA,0.4916666666666667
dimension,120,14400,25,2DLDA,0.5083333333333333
dimension,120,14400,25,Nearest centroid,0.4125
dimension,120,14400,25,Ridge,0.4291666666666667
dimension,120,14400,26,L-2DLDA,0.575
dimension,120,14400,26,2DLDA,0.47916666666666663
dimension,120,14400,26,Nearest centroid,0.4458333333333333
dimension,120,14400,26,Ridge,0.44999999999999996
dimension,120,14400,27,L-2DLDA,0.4666666666666667
dimension,120,14400,27,2DLDA,0.4625
dimension,120,14400,27,Nearest centroid,0.41666666666666663
dimension,120,14400,27,Ridge,0.4291666666666667
dimension,120,14400,28,L-2DLDA,0.4666666666666667
dimension,120,14400,28,2DLDA,0.42500000000000004
dimension,120,14400,28,Nearest centroid,0.45833333333333337
dimension,120,14400,28,Ridge,0.44999999999999996
dimension,120,14400,29,L-2DLDA,0.45833333333333337
dimension,120,14400,29,2DLDA,0.5
dimension,120,14400,29,Nearest centroid,0.5291666666666667
dimension,120,14400,29,Ridge,0.49583333333333335
dimension,120,14400,30,L-2DLDA,0.5
dimension,120,14400,30,2DLDA,0.4625
dimension,120,14400,30,Nearest centroid,0.45833333333333337
dimension,120,14400,30,Ridge,0.45833333333333337
dimension,120,14400,31,L-2DLDA,0.475
dimension,120,14400,31,2DLDA,0.49583333333333335
dimension,120,14400,31,Nearest centroid,0.4208333333333333
dimension,120,14400,31,Ridge,0.4291666666666667
dimension,120,14400,32,L-2DLDA,0.4833333333333333
dimension,120,14400,32,2DLDA,0.49583333333333335
dimension,120,14400,32,Nearest centroid,0.4541666666666667
dimension,120,14400,32,Ridge,0.47916666666666663
dimension,120,14400,33,L-2DLDA,0.6
dimension,120,14400,33,2DLDA,0.4833333333333333
dimension,120,14400,33,Nearest centroid,0.475
dimension,120,14400,33,Ridge,0.475
dimension,120,14400,34,L-2DLDA,0.48750000000000004
dimension,120,14400,34,2DLDA,0.49583333333333335
dimension,120,14400,34,Nearest centroid,0.4625
dimension,120,14400,34,Ridge,0.47916666666666663
dimension,120,14400,35,L-2DLDA,0.5291666666666667
dimension,120,14400,35,2DLDA,0.49583333333333335
dimension,120,14400,35,Nearest centroid,0.4125
dimension,120,14400,35,Ridge,0.4083333333333333
dimension,120,14400,36,L-2DLDA,0.48750000000000004
dimension,120,14400,36,2DLDA,0.47916666666666663
dimension,120,14400,36,Nearest centroid,0.4708333333333333
dimension,120,14400,36,Ridge,0.4541666666666667
dimension,120,14400,37,L-2DLDA,0.4833333333333333
dimension,120,14400,37,2DLDA,0.5083333333333333
dimension,120,14400,37,Nearest centroid,0.44999999999999996
dimension,120,14400,37,Ridge,0.4708333333333333
dimension,120,14400,38,L-2DLDA,0.49583333333333335
dimension,120,14400,38,2DLDA,0.5041666666666667
dimension,120,14400,38,Nearest centroid,0.475
dimension,120,14400,38,Ridge,0.4708333333333333
dimension,120,14400,39,L-2DLDA,0.525
dimension,120,14400,39,2DLDA,0.4458333333333333
dimension,120,14400,39,Nearest centroid,0.45833333333333337
dimension,120,14400,39,Ridge,0.4541666666666667
dimension,120,14400,40,L-2DLDA,0.5375
dimension,120,14400,40,2DLDA,0.5333333333333333
dimension,120,14400,40,Nearest centroid,0.5041666666666667
dimension,120,14400,40,Ridge,0.55
dimension,120,14400,41,L-2DLDA,0.42500000000000004
dimension,120,14400,41,2DLDA,0.5041666666666667
dimension,120,14400,41,Nearest centroid,0.4291666666666667
dimension,120,14400,41,Ridge,0.4375
dimension,120,14400,42,L-2DLDA,0.5
dimension,120,14400,42,2DLDA,0.5125
dimension,120,14400,42,Nearest centroid,0.4708333333333333
dimension,120,14400,42,Ridge,0.4708333333333333
dimension,120,14400,43,L-2DLDA,0.4625
dimension,120,14400,43,2DLDA,0.5291666666666667
dimension,120,14400,43,Nearest centroid,0.475
dimension,120,14400,43,Ridge,0.4833333333333333
dimension,120,14400,44,L-2DLDA,0.475
dimension,120,14400,44,2DLDA,0.4291666666666667
dimension,120,14400,44,Nearest centroid,0.45833333333333337
dimension,120,14400,44,Ridge,0.44999999999999996
dimension,120,14400,45,L-2DLDA,0.5
dimension,120,14400,45,2DLDA,0.4541666666666667
dimension,120,14400,45,Nearest centroid,0.45833333333333337
dimension,120,14400,45,Ridge,0.47916666666666663
dimension,120,14400,46,L-2DLDA,0.41666666666666663
dimension,120,14400,46,2DLDA,0.5041666666666667
dimension,120,14400,46,Nearest centroid,0.48750000000000004
dimension,120,14400,46,Ridge,0.49583333333333335
dimension,120,14400,47,L-2DLDA,0.4708333333333333
dimension,120,14400,47,2DLDA,0.45833333333333337
dimension,120,14400,47,Nearest centroid,0.4
dimension,120,14400,47,Ridge,0.4208333333333333
dimension,120,14400,48,L-2DLDA,0.5541666666666667
dimension,120,14400,48,2DLDA,0.5291666666666667
dimension,120,14400,48,Nearest centroid,0.4291666666666667
dimension,120,14400,48,Ridge,0.4375
dimension,120,14400,49,L-2DLDA,0.47916666666666663
dimension,120,14400,49,2DLDA,0.4666666666666667
dimension,120,14400,49,Nearest centroid,0.42500000000000004
dimension,120,14400,49,Ridge,0.4291666666666667
